q seq id	s seq id	percent id	length	mismatch	gap open	q start	q end	s start	s end	e-value	bit score 																																												
A7BHH6_BLUGR	NODE_514_15915_cov_15.081328	65.193	181	63	0	1	181	799	1341	1.47E-79	257																																												
A7BHH7_BLUGR	NODE_514_15915_cov_15.081328	66.154	195	66	0	1	195	799	1383	4.40E-86	277																																												
A7BHH8_BLUGR	NODE_514_15915_cov_15.081328	60.355	169	58	2	1	169	970	1449	1.03E-64	214																																												
A7BHH9_BLUGR	NODE_514_15915_cov_15.081328	63.529	170	53	2	1	170	973	1455	8.23E-69	226																																												
A7BHI0_BLUGR	NODE_514_15915_cov_15.081328	63.69	168	52	2	1	168	958	1434	9.05E-68	223																																												
A7BHI1_BLUGR	NODE_514_15915_cov_15.081328	62.559	211	70	2	1	211	856	1461	2.29E-83	269																																												
A7BHI2_BLUGR	NODE_514_15915_cov_15.081328	63.158	228	75	2	1	228	799	1455	7.52E-93	297																																												
A7BHI3_BLUGR	NODE_514_15915_cov_15.081328	64.327	171	52	2	1	171	970	1455	1.42E-69	228																																												
A7BHI4_BLUGR	NODE_514_15915_cov_15.081328	63.529	170	53	2	1	170	979	1461	2.39E-68	224																																												
A7BHI5_BLUGR	NODE_514_15915_cov_15.081328	64.118	170	52	2	1	170	973	1455	4.52E-69	226																																												
A7BHI6_BLUGR	NODE_514_15915_cov_15.081328	67.073	164	54	0	1	164	820	1311	5.68E-73	237																																												
A7BHI7_BLUGR	NODE_514_15915_cov_15.081328	69.767	129	39	0	1	129	940	1326	2.60E-61	202																																												
A7BHI8_BLUGR	NODE_514_15915_cov_15.081328	67.066	334	110	0	1	334	406	1407	2.16E-140	439																																												
A7BHI9_BLUGR	NODE_514_15915_cov_15.081328	65.169	178	53	2	1	178	949	1455	6.74E-74	241																																												
A7BHJ0_BLUGR	NODE_514_15915_cov_15.081328	67.442	172	56	0	1	172	796	1311	3.49E-78	253																																												
A7BHJ1_BLUGR	NODE_514_15915_cov_15.081328	65.714	175	60	0	1	175	799	1323	1.15E-77	251																																												
A7BHJ2_BLUGR	NODE_514_15915_cov_15.081328	62.983	181	58	2	1	181	955	1470	3.33E-73	239																																												
A7BHJ3_BLUGR	NODE_514_15915_cov_15.081328	81.429	70	13	0	1	70	949	1158	1.34E-36	128																																												
A7BHJ4_BLUGR	NODE_514_15915_cov_15.081328	64.641	181	55	2	1	181	949	1464	1.33E-74	243																																												
A7BHJ5_BLUGR	NODE_514_15915_cov_15.081328	66.489	188	63	0	1	188	820	1383	4.73E-82	265																																												
A7ULH9_CANGY	NODE_20_180164_cov_15.436855	60.63	127	48	1	101	225	124757	124377	9.76E-78	156																																												
A7XLC8_PICAN	NODE_133_82891_cov_15.276799	89.394	66	7	0	16	81	17364	17167	1.95E-35	139																																												
A8QJI7_FUSOX	NODE_67_119962_cov_13.977953	44.645	831	375	18	22	834	46017	48308	0	588																																												
A9YDN6_MAGGR	NODE_36_150010_cov_14.971805	36.519	293	105	13	328	595	89626	88916	4.33E-15	79.7																																												
A9YLC3_CANPA	NODE_371_31933_cov_13.923442	65.953	1727	543	13	32	1740	1038	6137	0	2294																																												
A9Z1V6_PHAND	NODE_413_27425_cov_13.694153	88.189	127	13	1	34	160	8763	8389	3.45E-72	228																																												
ALO_CANAL	NODE_519_15419_cov_12.437549	37.525	501	221	16	1	492	3154	1901	3.16E-92	307																																												
ARGJ_AJECN	NODE_328_38334_cov_15.630460	65.187	428	124	7	1	411	31513	30254	7.29E-162	504																																												
B0B5Z8_CLAPU	NODE_15_191686_cov_14.836928	60.484	124	49	0	1	124	60920	61291	2.43E-48	166																																												
B0B5Z9_CLAPU	NODE_501_17411_cov_19.541194	50.96	677	282	17	7	646	14593	16584	0	520																																												
B0BER8_BOTFU	NODE_130_83864_cov_14.122944	70	130	23	1	1	114	81270	81659	2.14E-82	188																																												
B0BER9_CLAPU	NODE_83_109700_cov_14.776177	67.465	501	157	2	1	497	94960	96456	0	722																																												
B0BES1_BOTFU	NODE_83_109700_cov_14.776177	73.441	497	126	2	1	493	94972	96456	0	724																																												
B0BES2_BOTFU	NODE_498_18403_cov_13.842745	67.773	422	128	3	9	429	5840	7084	0	588																																												
B0CVW9_LACBS	NODE_377_31591_cov_12.686340	45.133	452	198	7	1	419	23224	24528	6.00E-99	323																																												
B0FMA4_9PEZI	NODE_371_31933_cov_13.923442	83.907	1075	168	3	1	1074	1971	5183	0	1831																																												
B0FTU3_9ASCO	NODE_371_31933_cov_13.923442	79.178	754	150	3	8	761	2832	5072	0	1231																																												
B0FTU4_9ASCO	NODE_371_31933_cov_13.923442	77.361	826	179	4	2	826	2616	5072	0	1323																																												
B2C6F1_CRYGA	NODE_182_65003_cov_15.335872	31.844	537	289	11	5	484	61764	63314	5.65E-72	251																																												
B2CG58_9PEZI	NODE_506_16651_cov_15.652203	59.021	388	135	5	161	543	4	1110	4.03E-143	460																																												
B2G3U5_ZYGRO	NODE_2_339980_cov_14.749374	64.948	388	133	1	1	385	128839	127676	4.01E-170	526																																												
B2G3V4_ZYGRO	NODE_2_339980_cov_14.749374	64.524	389	133	2	1	385	128839	127676	8.34E-167	517																																												
B2G3Z3_ZYGRO	NODE_413_27425_cov_13.694153	66.341	205	67	1	52	254	20332	20946	7.19E-70	233																																												
B2G456_ZYGRO	NODE_184_64386_cov_15.001447	49.241	461	182	11	5	422	55928	54573	7.23E-127	404																																												
B2G4L1_ZYGRO	NODE_2_339980_cov_14.749374	64.781	389	132	2	1	385	128839	127676	2.42E-167	519																																												
B5MGN6_CYBMR	NODE_371_31933_cov_13.923442	68.531	1716	506	11	46	1742	1035	6137	0	2264																																												
B6S6L8_CANTR	NODE_371_31933_cov_13.923442	70.815	1165	320	7	1	1163	2697	6137	0	1641																																												
B8LZ89_TALSN	NODE_113_92983_cov_14.529530	37.41	278	116	4	6	244	50201	50977	2.44E-49	174																																												
B8XH68_CANPA	NODE_371_31933_cov_13.923442	69.399	183	55	1	1	182	2604	3152	2.12E-84	271																																												
B8XH69_CANPA	NODE_371_31933_cov_13.923442	69.945	183	54	1	1	182	2604	3152	4.55E-85	273																																												
B8XH70_9ASCO	NODE_371_31933_cov_13.923442	70.391	179	52	1	1	178	2604	3140	1.36E-83	268																																												
B8XH72_9ASCO	NODE_371_31933_cov_13.923442	71.508	179	50	1	2	179	2616	3152	1.28E-84	271																																												
B8XH74_CANPA	NODE_371_31933_cov_13.923442	69.78	182	54	1	1	181	2604	3149	1.81E-84	271																																												
B8XH77_CANAL	NODE_371_31933_cov_13.923442	73.481	181	47	1	1	180	2610	3152	5.94E-77	249																																												
B8XH78_9ASCO	NODE_371_31933_cov_13.923442	70.43	186	54	1	1	185	2598	3155	6.86E-87	278																																												
B8XH79_9ASCO	NODE_371_31933_cov_13.923442	71.351	185	52	1	1	184	2601	3155	6.09E-88	281																																												
B8YPH6_CANAL	NODE_359_33047_cov_14.312728	35.887	248	120	10	5	221	21994	21275	2.90E-29	114																																												
B8YPH7_CANAL	NODE_359_33047_cov_14.312728	37.2	250	114	12	3	219	21994	21275	3.56E-29	114																																												
B8YPH8_CANAL	NODE_359_33047_cov_14.312728	34.836	244	129	11	5	222	21994	21275	1.17E-27	110																																												
B8YPH9_CANAL	NODE_492_18896_cov_12.680430	38.115	244	110	11	12	222	12982	12275	1.25E-31	121																																												
B9A5A2_CYBJA	NODE_2_339980_cov_14.749374	76.404	267	62	1	2	268	309438	308641	1.01E-144	448																																												
B9WDE6_CANDC	NODE_121_88035_cov_15.589787	62.679	209	78	0	46	254	85762	85136	8.79E-120	295																																												
B9WDI5_CANDC	NODE_461_22286_cov_13.662259	58.667	300	124	0	13	312	12153	13052	6.32E-118	374																																												
B9WDJ7_CANDC	NODE_199_59878_cov_14.302054	62.396	601	192	8	2	577	5279	7054	0	709																																												
B9WDV7_CANDC	NODE_326_38862_cov_17.047373	53.695	406	177	7	241	643	2469	3662	2.09E-135	439																																												
B9WEI2_CANDC	NODE_157_75655_cov_15.424637	53.872	297	128	5	13	303	7063	7944	2.12E-95	308																																												
B9WFK6_CANDC	NODE_70_117556_cov_13.971685	44.699	349	182	7	4	346	27222	26191	2.16E-92	304																																												
B9WGZ2_CANDC	NODE_61_121985_cov_14.507197	48.679	265	99	3	1	229	45288	46079	6.68E-78	255																																												
B9WHL1_CANDC	NODE_133_82891_cov_15.276799	40.909	110	44	2	1	89	17271	16942	7.61E-13	71.6																																												
B9WI74_CANDC	NODE_104_94988_cov_14.777327	52.308	260	96	4	1	237	9333	10097	1.79E-80	262																																												
B9WMS9_CANDC	NODE_217_56212_cov_13.670982	72.687	227	46	1	171	381	24516	23836	1.29E-165	350																																												
B9WMV3_CANDC	NODE_211_57650_cov_14.570833	37.245	196	108	5	1	186	7514	6942	4.72E-28	121																																												
BUD4_CANAL	NODE_96_99620_cov_14.425578	33.149	362	179	13	1328	1627	8014	9096	2.90E-44	173																																												
BUR1_CANAL	NODE_177_66476_cov_13.561139	50.613	326	146	3	1	321	34902	35849	6.72E-99	334																																												
C0RXV2_PARBP	NODE_184_64386_cov_15.001447	65.657	297	65	4	1	264	55955	55077	6.76E-114	361																																												
C0RXY7_PARBP	NODE_359_33047_cov_14.312728	80.435	368	70	1	1	366	14570	13467	0	607																																												
C0RYV5_PARBP	NODE_70_117556_cov_13.971685	61.399	386	142	5	1	382	27390	26242	8.18E-157	466																																												
C0RZ68_PARBP	NODE_377_31591_cov_12.686340	61.111	432	134	5	1	398	23233	24528	3.43E-164	510																																												
C0RZC0_PARBP	NODE_156_75747_cov_12.675231	86.453	406	54	1	1	406	67887	69101	0	669																																												
C0RZC6_PARBP	NODE_133_82891_cov_15.276799	46.758	293	68	12	17	305	17055	16429	3.97E-35	136																																												
C0RZJ1_PARBP	NODE_157_75655_cov_15.424637	69.637	303	91	1	6	308	7039	7944	2.60E-137	429																																												
C0S102_PARBP	NODE_234_53533_cov_14.336704	41.927	737	363	14	1	684	36256	38430	1.15E-160	513																																												
C0S1C3_PARBP	NODE_199_59878_cov_14.302054	82.425	569	65	4	17	550	5348	7054	0	891																																												
C0S1P0_PARBP	NODE_8_216030_cov_14.945137	66.588	422	140	1	1	422	141910	143172	1.17E-172	536																																												
C0S1U9_PARBP	NODE_20_180164_cov_15.436855	77.344	128	28	1	278	404	124757	124374	2.47E-94	209																																												
C0S2E8_PARBP	NODE_49_130692_cov_14.362800	88.976	127	14	0	1	127	111959	112339	2.63E-129	241																																												
C0S2X7_PARBP	NODE_59_122243_cov_14.689820	65.829	199	62	3	5	197	11780	11184	2.29E-75	249																																												
C0S3Q8_PARBP	NODE_88_103569_cov_14.399876	60.795	528	188	7	98	609	62678	64252	0	631																																												
C0S4G1_PARBP	NODE_338_36792_cov_13.976217	51.027	633	270	10	1	614	20832	18997	1.43E-166	528																																												
C0S4X8_PARBP	NODE_66_119985_cov_14.533123	80	270	37	4	1	263	15575	14796	6.47E-138	428																																												
C0S5R1_PARBP	NODE_44_138504_cov_15.069614	76.431	297	70	0	109	405	42877	41987	0	491																																												
C0S5Z6_PARBP	NODE_24_168725_cov_14.737185	40.401	599	297	13	1	566	116203	114488	1.82E-110	369																																												
C0S637_PARBP	NODE_206_58876_cov_14.703331	70.37	702	203	4	57	754	43080	45182	0	1009																																												
C0S684_PARBP	NODE_401_28874_cov_15.071625	51.071	280	119	5	41	311	7777	6965	2.16E-45	171																																												
C0S6J0_PARBP	NODE_646_6234_cov_12.168168	73.818	275	49	3	1	253	93	914	2.52E-132	411																																												
C0S6P3_PARBP	NODE_2_339980_cov_14.749374	70.321	374	108	1	1	371	128797	127676	6.41E-176	543																																												
C0S6R9_PARBP	NODE_464_22029_cov_14.042781	86.552	290	38	1	1	289	13683	14552	9.65E-160	483																																												
C0S733_PARBP	NODE_117_89130_cov_13.866847	76.981	530	92	1	1	500	73465	75054	0	801																																												
C0S744_PARBP	NODE_618_7841_cov_11.698341	80.576	278	50	2	112	389	3236	2415	4.79E-174	463																																												
C0S860_PARBP	NODE_869_850_cov_2.705394	68.79	157	44	2	198	351	2	466	4.20E-57	187																																												
C0S8A8_PARBP	NODE_217_56212_cov_13.670982	68.839	491	125	7	76	560	16504	17910	0	667																																												
C0S8M8_PARBP	NODE_461_22286_cov_13.662259	70.27	296	88	0	21	316	12162	13049	4.80E-145	451																																												
C0S981_PARBP	NODE_371_31933_cov_13.923442	84.561	1710	244	5	37	1731	1023	6137	0	2969																																												
C0S9K6_PARBP	NODE_169_68952_cov_15.493600	52.639	701	281	13	1	669	14095	12050	0	637																																												
C0S9W9_PARBP	NODE_147_78368_cov_13.624966	78.788	825	169	5	6	827	48481	46016	0	1317																																												
C0SA80_PARBP	NODE_83_109700_cov_14.776177	61.026	195	36	1	1	155	80431	79847	2.72E-58	195																																												
C0SAS5_PARBP	NODE_226_55105_cov_14.202536	59.942	342	116	5	104	437	52666	53652	4.73E-103	346																																												
