q seq id	s seq id	percent id	length	mismatch	gap open	q start	q end	s start	s end	e-value	bit score 
g10237	lcl|NW_015622818.1_prot_XP_016269042.1_1539	44.625	307	156	4	1	295	97	401	9.75E-86	263
g10238	lcl|NW_015622826.1_prot_XP_016259462.1_9990	100	445	0	0	1	445	59	503	0	907
g10239	lcl|NW_015622826.1_prot_XP_016259461.1_9989	100	340	0	0	1	340	79	418	0	703
g1024	lcl|NW_015622819.1_prot_XP_016266950.1_2603	100	323	0	0	1	323	79	401	0	669
g10240	lcl|NW_015622826.1_prot_XP_016259460.1_9988	100	439	0	0	27	465	1	439	0	912
g10241	lcl|NW_015622825.1_prot_XP_016260033.1_9275	73.696	441	114	1	1	439	145	585	0	654
g10242	lcl|NW_015622826.1_prot_XP_016259459.1_9987	100	395	0	0	1	395	79	473	0	808
g10243	lcl|NW_015622826.1_prot_XP_016259458.1_9986	100	569	0	0	1	569	196	764	0	1153
g10244	lcl|NW_015622826.1_prot_XP_016259457.1_9985	100	617	0	0	1	617	79	695	0	1263
g10246	lcl|NW_015622826.1_prot_XP_016259456.1_9984	100	491	0	0	1	491	79	569	0	1018
g10247	lcl|NW_015622826.1_prot_XP_016259455.1_9983	99.572	701	0	1	14	711	1	701	0	1443
g10248	lcl|NW_015622826.1_prot_XP_016259454.1_9982	100	444	0	0	1	444	79	522	0	899
g10249	lcl|NW_015622826.1_prot_XP_016259453.1_9981	100	135	0	0	1	135	1343	1477	2.70E-88	278
g1025	lcl|NW_015622819.1_prot_XP_016266949.1_2602	100	121	0	0	1	121	79	199	1.57E-87	251
g10250	lcl|NW_015622823.1_prot_XP_016261665.1_7735	100	227	0	0	1	227	56	282	4.11E-166	460
g10251	lcl|NW_015622823.1_prot_XP_016261663.1_7733	100	342	0	0	1	342	79	420	0	718
g10252	lcl|NW_015622823.1_prot_XP_016261662.1_7732	99.27	137	0	1	1	136	94	230	1.01E-82	241
g10253	lcl|NW_015622823.1_prot_XP_016261660.1_7730	99.599	997	4	0	184	1180	1	997	0	2042
g10254	lcl|NW_015622823.1_prot_XP_016261658.1_7728	100	441	0	0	1	441	79	519	0	880
g10255	lcl|NW_015622823.1_prot_XP_016261656.1_7727	100	422	0	0	1	422	79	500	0	823
g10256	lcl|NW_015622823.1_prot_XP_016261655.1_7725	100	1187	0	0	1	1187	52	1238	0	2439
g10257	lcl|NW_015622823.1_prot_XP_016261654.1_7724	100	287	0	0	1	287	79	365	0	571
g10258	lcl|NW_015622823.1_prot_XP_016261653.1_7723	100	166	0	0	1	166	79	244	3.89E-120	337
g10259	lcl|NW_015622823.1_prot_XP_016261652.1_7722	100	1386	0	0	1	1386	79	1464	0	2853
g1026	lcl|NW_015622819.1_prot_XP_016266948.1_2601	100	524	0	0	1	524	141	664	0	1090
g10261	lcl|NW_015622826.1_prot_XP_016259062.1_9590	41.034	290	155	1	1	290	209	482	7.34E-69	221
g10262	lcl|NW_015622819.1_prot_XP_016267343.1_2996	100	763	0	0	1	763	130	892	0	1576
g10263	lcl|NW_015622819.1_prot_XP_016267045.1_2698	27.331	311	185	14	6	307	133	411	8.93E-14	70.5
g10264	lcl|NW_015622818.1_prot_XP_016268258.1_755	47.036	253	121	5	1	250	83	325	8.07E-71	220
g10265	lcl|NW_015622825.1_prot_XP_016260241.1_9483	35.691	311	170	7	23	321	78	370	2.08E-42	153
g10266	lcl|NW_015622825.1_prot_XP_016260240.1_9482	50	178	86	2	1	176	93	269	9.97E-62	196
g10267	lcl|NW_015622818.1_prot_XP_016268659.1_1156	54.128	109	49	1	9	117	88	195	3.50E-38	126
g10268	lcl|NW_015622826.1_prot_XP_016259102.1_9630	25.664	226	136	5	2	224	133	329	7.40E-09	55.1
g10269	lcl|NW_015622821.1_prot_XP_016263778.1_5122	31.405	363	218	9	1	356	49	387	1.00E-46	164
g1027	lcl|NW_015622819.1_prot_XP_016266947.1_2600	100	223	0	0	1	223	79	301	1.28E-169	468
g10270	lcl|NW_015622819.1_prot_XP_016267341.1_2994	93.307	508	0	1	41	548	1	474	0	965
g10271	lcl|NW_015622819.1_prot_XP_016267339.1_2992	100	51	0	0	1	51	79	129	2.74E-32	106
g10272	lcl|NW_015622819.1_prot_XP_016267338.1_2991	100	281	0	0	1	281	79	359	0	592
g10273	lcl|NW_015622819.1_prot_XP_016267337.1_2990	100	246	0	0	1	246	79	324	0	508
g10274	lcl|NW_015622819.1_prot_XP_016267336.1_2989	100	248	0	0	1	248	113	360	0	516
g10275	lcl|NW_015622819.1_prot_XP_016267335.1_2988	100	546	0	0	1	546	79	624	0	1121
g10276	lcl|NW_015622820.1_prot_XP_016264655.1_3200	100	220	0	0	1	220	52	271	3.24E-162	462
g10277	lcl|NW_015622820.1_prot_XP_016264657.1_3202	100	691	0	0	1	691	79	769	0	1434
g10278	lcl|NW_015622820.1_prot_XP_016264658.1_3203	100	441	0	0	1	441	79	519	0	909
g10279	lcl|NW_015622820.1_prot_XP_016264659.1_3205	100	168	0	0	1	168	79	246	3.64E-125	354
g1028	lcl|NW_015622819.1_prot_XP_016266946.1_2599	100	329	0	0	1	329	79	407	0	681
g10280	lcl|NW_015622820.1_prot_XP_016264661.1_3206	100	860	0	0	1	860	79	938	0	1766
g10281	lcl|NW_015622820.1_prot_XP_016264662.1_3207	100	1665	0	0	1	1665	79	1743	0	3457
g10282	lcl|NW_015622820.1_prot_XP_016264663.1_3208	100	419	0	0	1	419	79	497	0	847
g10283	lcl|NW_015622820.1_prot_XP_016264664.1_3209	100	244	0	0	1	244	79	322	0	516
g10284	lcl|NW_015622820.1_prot_XP_016264666.1_3211	100	492	0	0	1	492	79	570	0	996
g10285	lcl|NW_015622820.1_prot_XP_016264668.1_3213	100	134	0	0	1	134	79	212	7.05E-101	293
g10286	lcl|NW_015622820.1_prot_XP_016264670.1_3215	100	928	0	0	1	928	79	1006	0	1913
g10287	lcl|NW_015622820.1_prot_XP_016264671.1_3216	100	28	0	0	1	28	79	106	1.60E-13	57
g10288	lcl|NW_015622840.1_prot_XP_016256737.1_12423	100	234	0	0	1	234	101	334	1.42E-175	484
g10289	lcl|NW_015622840.1_prot_XP_016256738.1_12424	100	196	0	0	1	196	79	274	9.44E-141	394
g1029	lcl|NW_015622819.1_prot_XP_016266945.1_2598	100	118	0	0	1	118	79	196	2.50E-86	248
g10290	lcl|NW_015622818.1_prot_XP_016267839.1_336	100	189	0	0	1	189	281	469	6.11E-133	379
g10291	lcl|NW_015622818.1_prot_XP_016267840.1_337	100	75	0	0	1	75	79	153	5.13E-51	155
g10292	lcl|NW_015622818.1_prot_XP_016267841.1_338	100	35	0	0	1	35	79	113	2.33E-16	64.7
g10293	lcl|NW_015622818.1_prot_XP_016267842.1_339	100	266	0	0	1	266	79	344	0	526
g10294	lcl|NW_015622818.1_prot_XP_016267843.1_340	97.719	263	0	1	1	263	79	335	0	538
g10295	lcl|NW_015622818.1_prot_XP_016267844.1_341	100	415	0	0	1	415	105	519	0	866
g10296	lcl|NW_015622819.1_prot_XP_016267049.1_2701	40.513	195	93	2	1	195	84	255	2.07E-46	152
g10297	lcl|NW_015622818.1_prot_XP_016267845.1_342	93.287	715	0	1	1	667	79	793	0	1355
g10298	lcl|NW_015622818.1_prot_XP_016267847.1_344	99.703	337	1	0	215	551	55	391	0	684
g10299	lcl|NW_015622818.1_prot_XP_016267848.1_345	100	1004	0	0	1	1004	79	1082	0	2046
g103	lcl|NW_015622830.1_prot_XP_016257544.1_11474	100	551	0	0	1	551	58	608	0	1132
g1030	lcl|NW_015622819.1_prot_XP_016266944.1_2597	100	474	0	0	1	474	79	552	0	961
g10300	lcl|NW_015622818.1_prot_XP_016267849.1_346	100	52	0	0	1	52	79	130	2.17E-36	116
g10301	lcl|NW_015622818.1_prot_XP_016267851.1_348	100	188	0	0	1	188	80	267	5.10E-140	390
g10302	lcl|NW_015622818.1_prot_XP_016267852.1_349	100	664	0	0	1	664	95	758	0	1355
g10303	lcl|NW_015622821.1_prot_XP_016263703.1_5049	100	485	0	0	1	485	79	563	0	969
g10305	lcl|NW_015622821.1_prot_XP_016263706.1_5050	100	420	0	0	1	420	79	498	0	885
g10306	lcl|NW_015622821.1_prot_XP_016263707.1_5051	100	147	0	0	139	285	1	147	1.06E-103	297
g10307	lcl|NW_015622821.1_prot_XP_016263709.1_5053	90.506	316	0	1	1	286	79	394	0	578
g10308	lcl|NW_015622821.1_prot_XP_016263710.1_5054	100	496	0	0	1	496	79	574	0	1014
g10309	lcl|NW_015622821.1_prot_XP_016263711.1_5055	100	156	0	0	1	156	79	234	5.25E-111	313
g1031	lcl|NW_015622819.1_prot_XP_016266943.1_2596	100	451	0	0	1	451	79	529	0	935
g10310	lcl|NW_015622821.1_prot_XP_016263712.1_5056	98.622	1161	0	1	1	1161	79	1223	0	2312
g10311	lcl|NW_015622821.1_prot_XP_016263713.1_5057	100	131	0	0	1	131	79	209	2.43E-91	273
g10312	lcl|NW_015622821.1_prot_XP_016263715.1_5059	100	535	0	0	1	535	79	613	0	1085
g10313	lcl|NW_015622821.1_prot_XP_016263716.1_5060	96.964	560	0	1	1	560	79	621	0	1108
g10314	lcl|NW_015622821.1_prot_XP_016263718.1_5062	100	328	0	0	1	328	79	406	0	685
g10315	lcl|NW_015622831.1_prot_XP_016257514.1_11756	100	222	0	0	1	222	79	300	6.21E-166	458
g10316	lcl|NW_015622831.1_prot_XP_016257515.1_11757	100	129	0	0	1	129	79	207	1.68E-95	272
g10317	lcl|NW_015622831.1_prot_XP_016257516.1_11758	91.667	216	1	1	1	199	79	294	4.55E-145	404
g10318	lcl|NW_015622831.1_prot_XP_016257517.1_11759	100	24	0	0	1	24	79	102	1.22E-11	52
g10319	lcl|NW_015622831.1_prot_XP_016257518.1_11760	100	377	0	0	1	377	113	489	0	770
g1032	lcl|NW_015622819.1_prot_XP_016266942.1_2595	100	121	0	0	1	121	79	199	8.13E-89	254
g10320	lcl|NW_015622826.1_prot_XP_016259125.1_9653	99.102	668	6	0	1	668	79	746	0	1373
g10321	lcl|NW_015622826.1_prot_XP_016259124.1_9652	100	249	0	0	1	249	79	327	0	519
g10322	lcl|NW_015622826.1_prot_XP_016259123.1_9651	100	171	0	0	1	171	79	249	1.90E-123	346
g10323	lcl|NW_015622826.1_prot_XP_016259122.1_9650	100	101	0	0	1	101	79	179	3.20E-69	203
g10324	lcl|NW_015622826.1_prot_XP_016259120.1_9649	100	230	0	0	1	230	79	308	2.71E-172	475
g10325	lcl|NW_015622826.1_prot_XP_016259119.1_9647	100	456	0	0	1	456	555	1010	0	950
g10326	lcl|NW_015622826.1_prot_XP_016259119.1_9647	100	395	0	0	1	395	79	473	0	831
g10327	lcl|NW_015622826.1_prot_XP_016259117.1_9645	100	1662	0	0	1	1662	79	1740	0	3413
g10328	lcl|NW_015622826.1_prot_XP_016259116.1_9644	100	247	0	0	1	247	69	315	0	506
g10329	lcl|NW_015622826.1_prot_XP_016259114.1_9643	100	292	0	0	1	292	79	370	0	596
g1033	lcl|NW_015622819.1_prot_XP_016266941.1_2594	100	623	0	0	1	623	79	701	0	1280
g10330	lcl|NW_015622826.1_prot_XP_016259115.1_9641	100	283	0	0	1	283	79	361	0	590
g10331	lcl|NW_015622826.1_prot_XP_016259112.1_9640	100	367	0	0	1	367	79	445	0	759
g10332	lcl|NW_015622827.1_prot_XP_016258516.1_10259	100	392	0	0	1	392	89	480	0	803
g10333	lcl|NW_015622827.1_prot_XP_016258515.1_10258	100	317	0	0	1	317	79	395	0	654
g10334	lcl|NW_015622827.1_prot_XP_016258514.1_10257	100	181	0	0	1	181	79	259	1.74E-131	367
g10335	lcl|NW_015622827.1_prot_XP_016258512.1_10255	100	600	0	0	1	600	79	678	0	1244
g10336	lcl|NW_015622827.1_prot_XP_016258511.1_10254	100	947	0	0	1	947	79	1025	0	1950
g10337	lcl|NW_015622827.1_prot_XP_016258510.1_10253	100	325	0	0	1	325	88	412	0	677
g10338	lcl|NW_015622827.1_prot_XP_016258509.1_10252	100	254	0	0	1	254	79	332	0	505
g10339	lcl|NW_015622827.1_prot_XP_016258508.1_10251	100	376	0	0	1	376	263	638	0	780
g1034	lcl|NW_015622819.1_prot_XP_016266940.1_2593	100	125	0	0	1	125	79	203	1.61E-80	234
g10340	lcl|NW_015622819.1_prot_XP_016266923.1_2576	46.748	246	127	3	1	244	74	317	3.18E-76	233
g10341	lcl|NW_015622827.1_prot_XP_016258504.1_10247	100	238	0	0	14	251	1	238	0	496
g10342	lcl|NW_015622827.1_prot_XP_016258502.1_10245	100	883	0	0	1	883	79	961	0	1791
g10343	lcl|NW_015622827.1_prot_XP_016258501.1_10244	99.661	295	1	0	1	295	79	373	0	583
g10344	lcl|NW_015622818.1_prot_XP_016268743.1_1240	100	468	0	0	1	468	79	546	0	950
g10345	lcl|NW_015622818.1_prot_XP_016268742.1_1239	100	249	0	0	1	249	108	356	0	520
g10346	lcl|NW_015622818.1_prot_XP_016268740.1_1237	100	494	0	0	1	494	79	572	0	1028
g10347	lcl|NW_015622818.1_prot_XP_016268739.1_1236	100	198	0	0	1	198	79	276	1.66E-147	409
g10348	lcl|NW_015622818.1_prot_XP_016267616.1_113	27.322	183	126	5	3	180	134	314	5.91E-09	53.1
g10349	lcl|NW_015622818.1_prot_XP_016268738.1_1235	100	261	0	0	1	261	79	339	0	535
g1035	lcl|NW_015622819.1_prot_XP_016266939.1_2592	100	198	0	0	1	198	78	275	7.05E-149	413
g10350	lcl|NW_015622820.1_prot_XP_016265267.1_3812	37.856	457	273	3	7	452	85	541	3.52E-98	305
g10351	lcl|NW_015622827.1_prot_XP_016258632.1_10374	25.366	205	130	5	39	229	74	269	2.17E-09	55.8
g10352	lcl|NW_015622818.1_prot_XP_016268737.1_1234	100	239	0	0	1	239	79	317	1.55E-180	496
g10353	lcl|NW_015622821.1_prot_XP_016264123.1_5467	39.545	440	252	4	2	431	76	511	6.35E-100	306
g10354	lcl|NW_015622818.1_prot_XP_016268735.1_1232	100	682	0	0	500	1181	1	682	0	1427
g10355	lcl|NW_015622818.1_prot_XP_016268734.1_1231	100	436	0	0	1	436	79	514	0	890
g10356	lcl|NW_015622818.1_prot_XP_016268733.1_1230	100	232	0	0	1	232	79	310	9.43E-168	463
g10357	lcl|NW_015622818.1_prot_XP_016268732.1_1229	100	756	0	0	1	756	79	834	0	1568
g10358	lcl|NW_015622818.1_prot_XP_016268731.1_1228	100	126	0	0	1	126	364	489	1.71E-86	259
g10359	lcl|NW_015622832.1_prot_XP_016257262.1_11798	100	161	0	0	1	161	79	239	1.78E-105	320
g1036	lcl|NW_015622819.1_prot_XP_016266937.1_2590	100	254	0	0	1	254	79	332	0	506
g10360	lcl|NW_015622832.1_prot_XP_016257263.1_11799	100	382	0	0	1	382	79	460	0	785
g10361	lcl|NW_015622832.1_prot_XP_016257264.1_11800	100	514	0	0	1	514	100	613	0	1027
g10362	lcl|NW_015622832.1_prot_XP_016257265.1_11801	97.071	478	0	1	1	464	79	556	0	956
g10363	lcl|NW_015622832.1_prot_XP_016257266.1_11802	97.937	727	0	1	1	712	79	805	0	1454
g10364	lcl|NW_015622832.1_prot_XP_016257267.1_11803	100	435	0	0	1	435	79	513	0	897
g10365	lcl|NW_015622832.1_prot_XP_016257268.1_11804	100	265	0	0	1	265	79	343	0	550
g10366	lcl|NW_015622832.1_prot_XP_016257269.1_11805	100	153	0	0	1	153	79	231	3.00E-107	304
g10367	lcl|NW_015622832.1_prot_XP_016257270.1_11806	100	426	0	0	1	426	79	504	0	869
g10368	lcl|NW_015622832.1_prot_XP_016257271.1_11807	100	322	0	0	1	322	79	400	0	657
g10369	lcl|NW_015622832.1_prot_XP_016257272.1_11808	100	292	0	0	1	292	79	370	0	596
g1037	lcl|NW_015622819.1_prot_XP_016266936.1_2589	100	85	0	0	1	85	79	163	5.05E-59	176
g10370	lcl|NW_015622832.1_prot_XP_016257273.1_11809	99.462	186	1	0	1	186	79	264	1.26E-115	332
g10371	lcl|NW_015622832.1_prot_XP_016257274.1_11810	100	214	0	0	1	214	79	292	8.71E-159	439
g10372	lcl|NW_015622832.1_prot_XP_016257275.1_11811	100	88	0	0	1	88	79	166	2.11E-61	182
g10373	lcl|NW_015622832.1_prot_XP_016257276.1_11812	100	556	0	0	1	556	79	634	0	1150
g10374	lcl|NW_015622825.1_prot_XP_016259748.1_8990	100	59	0	0	1	59	51	109	8.17E-34	119
g10375	lcl|NW_015622825.1_prot_XP_016259750.1_8992	100	956	0	0	821	1776	1	956	0	1963
g10376	lcl|NW_015622822.1_prot_XP_016262698.1_6644	28.804	184	107	7	30	189	160	343	8.45E-08	50.1
g10377	lcl|NW_015622825.1_prot_XP_016259751.1_8993	100	553	0	0	164	716	1	553	0	1152
g10378	lcl|NW_015622825.1_prot_XP_016259753.1_8995	100	543	0	0	1	543	30	572	0	1124
g10379	lcl|NW_015622825.1_prot_XP_016259754.1_8996	100	182	0	0	1	182	79	260	3.83E-136	379
g1038	lcl|NW_015622819.1_prot_XP_016266935.1_2588	100	780	0	0	1	780	79	858	0	1627
g10380	lcl|NW_015622825.1_prot_XP_016259756.1_8998	100	539	0	0	94	632	1	539	0	1121
g10381	lcl|NW_015622818.1_prot_XP_016268958.1_1455	100	141	0	0	1	141	665	805	2.99E-94	287
g10382	lcl|NW_015622818.1_prot_XP_016268957.1_1454	95.455	396	9	1	1	396	79	465	0	782
g10383	lcl|NW_015622818.1_prot_XP_016268956.1_1453	100	130	0	0	1	130	106	235	1.59E-93	268
g10384	lcl|NW_015622818.1_prot_XP_016268955.1_1452	100	186	0	0	1	186	79	264	2.44E-141	393
g10385	lcl|NW_015622818.1_prot_XP_016268954.1_1451	100	165	0	0	1	165	79	243	2.13E-120	338
g10386	lcl|NW_015622818.1_prot_XP_016268953.1_1450	100	796	0	0	1	796	79	874	0	1654
g10387	lcl|NW_015622818.1_prot_XP_016268951.1_1448	100	1047	0	0	1	1047	79	1125	0	2152
g10388	lcl|NW_015622818.1_prot_XP_016268950.1_1447	100	918	0	0	1	918	79	996	0	1888
g10389	lcl|NW_015622818.1_prot_XP_016268949.1_1446	100	144	0	0	1	144	79	222	1.53E-101	289
g1039	lcl|NW_015622818.1_prot_XP_016268947.1_1444	41.275	659	315	10	2	647	101	700	7.18E-155	466
g10390	lcl|NW_015622818.1_prot_XP_016268948.1_1445	100	417	0	0	1	417	79	495	0	854
g10391	lcl|NW_015622818.1_prot_XP_016268947.1_1444	97.753	623	0	1	1	609	95	717	0	1251
g10392	lcl|NW_015622818.1_prot_XP_016268946.1_1443	100	498	0	0	1	498	620	1117	0	1046
g10393	lcl|NW_015622827.1_prot_XP_016258461.1_10204	100	414	0	0	1	414	79	492	0	835
g10394	lcl|NW_015622827.1_prot_XP_016258460.1_10203	100	181	0	0	1	181	79	259	2.53E-135	377
g10395	lcl|NW_015622827.1_prot_XP_016258459.1_10202	100	173	0	0	1	173	79	251	2.15E-127	357
g10396	lcl|NW_015622827.1_prot_XP_016258457.1_10200	100	989	0	0	1	989	79	1067	0	2065
g10397	lcl|NW_015622827.1_prot_XP_016258456.1_10199	100	513	0	0	1	513	80	592	0	1044
g10398	lcl|NW_015622827.1_prot_XP_016258455.1_10198	100	350	0	0	1	350	79	428	0	734
g10399	lcl|NW_015622827.1_prot_XP_016258454.1_10197	100	600	0	0	1	600	79	678	0	1241
g104	lcl|NW_015622830.1_prot_XP_016257543.1_11473	100	420	0	0	1	420	167	586	0	872
g1040	lcl|NW_015622819.1_prot_XP_016266934.1_2587	90.814	860	0	4	193	973	7	866	0	1575
g10400	lcl|NW_015622827.1_prot_XP_016258452.1_10195	100	635	0	0	1	635	96	730	0	1326
g10401	lcl|NW_015622827.1_prot_XP_016258451.1_10194	100	412	0	0	1	412	79	490	0	815
g10402	lcl|NW_015622827.1_prot_XP_016258450.1_10193	100	1118	0	0	1	1118	79	1196	0	2311
g10403	lcl|NW_015622827.1_prot_XP_016258449.1_10192	100	708	0	0	1	708	79	786	0	1454
g10404	lcl|NW_015622827.1_prot_XP_016258448.1_10191	100	519	0	0	1	519	83	601	0	1086
g10406	lcl|NW_015622822.1_prot_XP_016262665.1_6611	100	567	0	0	1	567	79	645	0	1107
g10407	lcl|NW_015622822.1_prot_XP_016262666.1_6612	100	422	0	0	1	422	79	500	0	875
g10408	lcl|NW_015622822.1_prot_XP_016262667.1_6613	100	92	0	0	1	92	79	170	1.18E-65	194
g10409	lcl|NW_015622822.1_prot_XP_016262669.1_6615	100	704	0	0	1	704	79	782	0	1438
g1041	lcl|NW_015622819.1_prot_XP_016266933.1_2586	99.888	894	1	0	1	894	79	972	0	1837
g10410	lcl|NW_015622822.1_prot_XP_016262670.1_6616	100	243	0	0	1	243	79	321	0	508
g10411	lcl|NW_015622822.1_prot_XP_016262671.1_6617	100	156	0	0	1	156	79	234	8.89E-113	318
g10412	lcl|NW_015622822.1_prot_XP_016262672.1_6618	100	161	0	0	1	161	79	239	1.90E-109	310
g10413	lcl|NW_015622822.1_prot_XP_016262673.1_6619	100	634	0	0	1	634	33	666	0	1321
g10414	lcl|NW_015622822.1_prot_XP_016262674.1_6620	100	241	0	0	1	241	79	319	0	499
g10415	lcl|NW_015622822.1_prot_XP_016262675.1_6621	100	386	0	0	1	386	79	464	0	802
g10416	lcl|NW_015622822.1_prot_XP_016262677.1_6622	100	996	0	0	1	996	79	1074	0	2016
g10417	lcl|NW_015622822.1_prot_XP_016262678.1_6624	100	219	0	0	1	219	79	297	7.32E-165	455
g10418	lcl|NW_015622822.1_prot_XP_016262679.1_6625	100	211	0	0	1	211	98	308	6.83E-157	435
g10419	lcl|NW_015622822.1_prot_XP_016262680.1_6626	100	155	0	0	1	155	79	233	1.47E-111	315
g1042	lcl|NW_015622819.1_prot_XP_016266932.1_2585	100	114	0	0	1	114	79	192	1.49E-80	233
g10420	lcl|NW_015622855.1_prot_XP_016256406.1_12760	85.01	487	71	1	1	487	63	547	0	822
g10421	lcl|NW_015622834.1_prot_XP_016257114.1_12165	81.273	267	40	1	244	500	1	267	2.82E-150	429
g10422	lcl|NW_015622834.1_prot_XP_016257112.1_12163	80.769	130	25	0	1	130	79	208	5.39E-71	226
g10423	lcl|NW_015622848.1_prot_XP_016256545.1_12647	34.783	230	146	3	31	258	95	322	1.18E-35	141
g10426	lcl|NW_015622825.1_prot_XP_016259995.1_9237	48.276	435	214	5	1	428	78	508	1.10E-144	421
g10428	lcl|NW_015622818.1_prot_XP_016267614.1_111	100	384	0	0	1	384	79	462	0	778
g10429	lcl|NW_015622820.1_prot_XP_016265529.1_4074	57.666	574	240	3	3	573	57	630	0	702
g1043	lcl|NW_015622819.1_prot_XP_016266930.1_2583	100	55	0	0	1	55	79	133	4.80E-35	113
g10430	lcl|NW_015622831.1_prot_XP_016257448.1_11693	34.746	118	74	2	33	149	104	219	9.34E-21	83.2
g10431	lcl|NW_015622818.1_prot_XP_016267616.1_113	100	211	0	0	1	211	109	319	3.88E-155	431
g10432	lcl|NW_015622818.1_prot_XP_016267619.1_116	100	555	0	0	1	555	190	744	0	1162
g10433	lcl|NW_015622818.1_prot_XP_016267621.1_118	100	156	0	0	1	156	80	235	3.01E-116	327
g10434	lcl|NW_015622818.1_prot_XP_016267622.1_119	100	261	0	0	1	261	79	339	0	536
g10435	lcl|NW_015622818.1_prot_XP_016267623.1_120	100	341	0	0	1	341	79	419	0	697
g10436	lcl|NW_015622818.1_prot_XP_016267624.1_121	100	329	0	0	255	583	18	346	0	661
g10437	lcl|NW_015622818.1_prot_XP_016267626.1_123	91.127	834	2	3	1	762	65	898	0	1535
g10438	lcl|NW_015622821.1_prot_XP_016264553.1_5897	44.068	177	82	4	2	175	78	240	1.99E-41	138
g10439	lcl|NW_015622818.1_prot_XP_016268326.1_823	100	997	0	0	1	997	79	1075	0	2061
g1044	lcl|NW_015622819.1_prot_XP_016266929.1_2582	100	437	0	0	1	437	82	518	0	914
g10440	lcl|NW_015622818.1_prot_XP_016268327.1_824	100	154	0	0	1	154	79	232	6.91E-110	311
g10441	lcl|NW_015622818.1_prot_XP_016268328.1_825	100	618	0	0	1	618	79	696	0	1276
g10442	lcl|NW_015622818.1_prot_XP_016268329.1_826	100	298	0	0	209	506	1	298	0	605
g10444	lcl|NW_015622818.1_prot_XP_016268331.1_828	100	56	0	0	1	56	79	134	6.48E-37	118
g10445	lcl|NW_015622818.1_prot_XP_016268332.1_829	100	210	0	0	1	210	79	288	1.43E-155	431
g10446	lcl|NW_015622818.1_prot_XP_016268333.1_830	100	202	0	0	1	202	79	280	7.22E-149	413
g10447	lcl|NW_015622818.1_prot_XP_016268334.1_831	100	25	0	0	1	25	79	103	1.13E-10	49.3
g10448	lcl|NW_015622818.1_prot_XP_016268335.1_832	100	63	0	0	1	63	79	141	9.31E-40	126
g10449	lcl|NW_015622818.1_prot_XP_016268336.1_833	100	111	0	0	1	111	79	189	1.66E-80	233
g10450	lcl|NW_015622818.1_prot_XP_016268337.1_834	100	381	0	0	1	381	79	459	0	789
g10451	lcl|NW_015622818.1_prot_XP_016268338.1_835	100	131	0	0	1	131	79	209	3.57E-95	271
g10452	lcl|NW_015622819.1_prot_XP_016266267.1_1920	35.537	242	153	1	1	242	332	570	3.73E-33	125
g10453	lcl|NW_015622827.1_prot_XP_016258747.1_10490	100	404	0	0	1	404	79	482	0	828
g10454	lcl|NW_015622824.1_prot_XP_016260514.1_8310	35.197	304	187	2	2	302	80	376	5.82E-65	207
g10455	lcl|NW_015622843.1_prot_XP_016256666.1_12502	38.033	539	320	6	1	537	6	532	2.78E-114	352
g10456	lcl|NW_015622827.1_prot_XP_016258746.1_10489	99.434	707	0	1	68	774	35	737	0	1456
g10457	lcl|NW_015622827.1_prot_XP_016258745.1_10488	100	221	0	0	1	221	79	299	1.49E-168	464
g10458	lcl|NW_015622827.1_prot_XP_016258744.1_10487	100	249	0	0	1	249	79	327	0	516
g10459	lcl|NW_015622827.1_prot_XP_016258743.1_10486	100	388	0	0	1	388	79	466	0	803
g1046	lcl|NW_015622819.1_prot_XP_016266928.1_2580	99.429	350	2	0	13	362	82	431	0	723
g10460	lcl|NW_015622827.1_prot_XP_016258742.1_10485	100	152	0	0	1	152	90	241	3.87E-114	322
g10461	lcl|NW_015622827.1_prot_XP_016258741.1_10484	100	260	0	0	1	260	79	338	0	537
g10462	lcl|NW_015622822.1_prot_XP_016262698.1_6644	52.091	263	124	1	1	261	81	343	9.66E-101	296
g10463	lcl|NW_015622831.1_prot_XP_016257504.1_11746	38.517	418	245	7	1	411	129	541	1.56E-96	305
g10464	lcl|NW_015622827.1_prot_XP_016258740.1_10483	100	733	0	0	1	733	5	737	0	1526
g10465	lcl|NW_015622827.1_prot_XP_016258739.1_10482	100	175	0	0	1	175	390	564	1.48E-127	368
g10466	lcl|NW_015622820.1_prot_XP_016265194.1_3739	100	432	0	0	1	432	79	510	0	883
g10467	lcl|NW_015622820.1_prot_XP_016265193.1_3738	100	532	0	0	1	532	79	610	0	1092
g10468	lcl|NW_015622820.1_prot_XP_016265192.1_3737	100	510	0	0	1	510	56	565	0	1051
g10469	lcl|NW_015622820.1_prot_XP_016265064.1_3609	42.857	175	98	1	1	175	76	248	1.14E-49	159
g1047	lcl|NW_015622827.1_prot_XP_016258983.1_10727	38.786	379	221	5	29	400	103	477	9.34E-85	265
g10470	lcl|NW_015622820.1_prot_XP_016265190.1_3735	100	122	0	0	1	122	79	200	1.13E-87	252
g10471	lcl|NW_015622820.1_prot_XP_016265189.1_3734	100	361	0	0	1	361	79	439	0	757
g10472	lcl|NW_015622820.1_prot_XP_016265188.1_3733	100	439	0	0	1	439	79	517	0	900
g10473	lcl|NW_015622820.1_prot_XP_016265186.1_3732	100	268	0	0	1	268	11	278	0	554
